Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
435,-0.36,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
436,-0.45,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
437,-0.47,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
438,-0.47,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
439,-0.74,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
440,-7.3,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
441,-20.85,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
442,-36.01,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
443,-45.76,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
444,-36.72,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
445,-12.25,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
446,-2.04,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
447,2.83,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
448,2.69,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
449,2.2,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
