Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
246,3.81,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
247,3.61,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
248,3.48,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
249,3.35,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
250,3.18,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
251,3.11,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
252,2.4,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
253,-6.85,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
254,-23.37,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
255,-47.24,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
256,-72.93,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
257,-101.47,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
258,-119.93,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
259,-117.8,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
260,-123.81,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
261,-102.39,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
262,-24.51,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
263,-2.6,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
264,-1.75,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
265,-1.35,LVM2,11.7.19,M,31.8,C57BL/6,no,5,normal
