Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
112,3.29,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
113,3.0,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
114,2.73,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
115,2.66,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
116,2.37,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
117,-2.68,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
118,-9.89,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
119,-16.87,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
120,-19.83,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
121,-24.53,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
122,-34.96,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
123,-51.01,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
124,-68.59,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
125,-80.91,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
126,-85.32,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
127,-83.0,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
128,-31.21,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
129,4.01,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
130,6.02,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
131,5.58,LVM1,11.7.19,M,28.7,C57BL/6,no,7,normal
