Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
1415,-0.18,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1416,-1.98,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1417,-3.68,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1418,-3.51,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1419,-6.15,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1420,-6.5,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1421,-7.0,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1422,-6.84,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1423,-5.95,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1424,-5.34,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1425,-3.31,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1426,-1.21,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1427,-1.56,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1428,-3.3,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1429,-7.89,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1430,-10.73,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1431,-12.11,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1432,-16.16,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1433,-24.38,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1434,-12.96,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1435,-1.7,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1436,-0.59,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1437,-0.01,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1438,0.25,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1439,0.15,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1440,0.02,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1441,0.01,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1442,0.05,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1443,0.1,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1444,0.11,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1445,0.08,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1446,0.13,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1447,0.14,HWM14,8.15.19,M,17.2,FLD,no,1,30 deg
1448,,HWM14,8.15.19,M,17.2,FLD,no,2,30 deg
1449,0.62,HWM14,8.15.19,M,17.2,FLD,no,2,30 deg
1450,0.58,HWM14,8.15.19,M,17.2,FLD,no,2,30 deg
1451,0.34,HWM14,8.15.19,M,17.2,FLD,no,2,30 deg
1452,0.12,HWM14,8.15.19,M,17.2,FLD,no,2,30 deg
