Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
875,4.11,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
876,3.69,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
877,3.55,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
878,3.27,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
879,2.57,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
880,1.96,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
881,1.66,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
882,1.54,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
883,1.32,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
884,-1.55,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
885,-12.03,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
886,-36.65,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
887,-78.49,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
888,-121.19,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
889,-45.23,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
890,3.3,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
891,4.41,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
892,3.84,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
893,3.26,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
894,2.73,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
895,2.34,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
896,2.09,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
897,1.84,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
