Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
343,1.44,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
344,0.91,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
345,0.56,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
346,0.29,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
347,0.13,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
348,0.01,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
349,-0.13,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
350,-0.23,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
351,-0.31,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
352,-0.9,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
353,-7.72,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
354,-24.27,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
355,-38.42,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
356,-41.63,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
357,-47.46,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
358,-39.7,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
359,-33.25,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
360,-7.27,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
361,4.17,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
362,3.49,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
363,2.82,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
364,2.33,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
