Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
1061,11.86,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1062,11.77,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg 
1063,11.67,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1064,11.65,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1065,11.62,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1066,11.4,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1067,8.27,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1068,2.67,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1069,-2.55,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1070,-5.43,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1071,2.04,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1072,-1.14,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1073,-23.78,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1074,-7.59,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1075,13.08,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1076,14.03,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1077,14.58,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1078,14.88,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1079,14.76,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
1080,14.57,HWM9,8.15.19,M,27.0,C57BL/6 lpin1+/-,no,1,30 deg
