Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
853,-0.53,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
854,-0.42,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
855,-0.64,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
856,-0.7,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
857,-0.73,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
858,-0.99,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
859,-1.15,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
860,-1.24,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
861,-1.17,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
862,-1.04,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
863,-1.21,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
864,-3.81,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
865,-15.06,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
866,-25.25,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
867,-50.79,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
868,-76.21,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
869,-16.96,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
870,2.59,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
871,2.92,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
872,2.94,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
873,2.51,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
874,2.19,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
875,4.11,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
876,3.69,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
877,3.55,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
878,3.27,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
879,2.57,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
880,1.96,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
881,1.66,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
882,1.54,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
883,1.32,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
884,-1.55,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
885,-12.03,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
886,-36.65,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
887,-78.49,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
888,-121.19,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
889,-45.23,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
890,3.3,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
891,4.41,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
892,3.84,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
893,3.26,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
894,2.73,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
895,2.34,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
896,2.09,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
897,1.84,HWM6,8.14.19,M,28.8,C57BL/6,no,2,normal
898,5.3,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
899,4.77,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
900,4.17,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
901,4.15,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
902,3.98,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
903,3.7,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
904,3.31,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
905,3.13,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
906,2.88,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
907,2.66,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
908,2.7,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
909,-0.12,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
910,-18.32,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
911,-46.3,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
912,-104.83,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
913,-96.46,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
914,-12.86,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
915,0.98,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
916,1.92,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
917,1.93,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
918,1.93,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
919,1.94,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
920,1.95,HWM6,8.14.19,M,28.8,C57BL/6,no,3,normal
