Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
821,-0.25,HWM5,8.14.19,M,19.0,FLD,no,3,normal
822,-0.01,HWM5,8.14.19,M,19.0,FLD,no,3,normal
823,0.06,HWM5,8.14.19,M,19.0,FLD,no,3,normal
824,0.11,HWM5,8.14.19,M,19.0,FLD,no,3,normal
825,-0.05,HWM5,8.14.19,M,19.0,FLD,no,3,normal
826,-0.24,HWM5,8.14.19,M,19.0,FLD,no,3,normal
827,-0.26,HWM5,8.14.19,M,19.0,FLD,no,3,normal
828,-0.16,HWM5,8.14.19,M,19.0,FLD,no,3,normal
829,-0.15,HWM5,8.14.19,M,19.0,FLD,no,3,normal
830,-0.2,HWM5,8.14.19,M,19.0,FLD,no,3,normal
831,-0.27,HWM5,8.14.19,M,19.0,FLD,no,3,normal
832,-1.3,HWM5,8.14.19,M,19.0,FLD,no,3,normal
833,-6.52,HWM5,8.14.19,M,19.0,FLD,no,3,normal
834,-10.75,HWM5,8.14.19,M,19.0,FLD,no,3,normal
835,-14.62,HWM5,8.14.19,M,19.0,FLD,no,3,normal
836,-23.86,HWM5,8.14.19,M,19.0,FLD,no,3,normal
837,-17.33,HWM5,8.14.19,M,19.0,FLD,no,3,normal
838,-1.23,HWM5,8.14.19,M,19.0,FLD,no,3,normal
839,1.71,HWM5,8.14.19,M,19.0,FLD,no,3,normal
840,1.42,HWM5,8.14.19,M,19.0,FLD,no,3,normal
841,1.33,HWM5,8.14.19,M,19.0,FLD,no,3,normal
842,1.21,HWM5,8.14.19,M,19.0,FLD,no,3,normal
843,1.08,HWM5,8.14.19,M,19.0,FLD,no,3,normal
844,0.94,HWM5,8.14.19,M,19.0,FLD,no,3,normal
845,0.9,HWM5,8.14.19,M,19.0,FLD,no,3,normal
846,0.92,HWM5,8.14.19,M,19.0,FLD,no,3,normal
847,0.92,HWM5,8.14.19,M,19.0,FLD,no,3,normal
848,0.89,HWM5,8.14.19,M,19.0,FLD,no,3,normal
849,0.91,HWM5,8.14.19,M,19.0,FLD,no,3,normal
850,0.85,HWM5,8.14.19,M,19.0,FLD,no,3,normal
851,0.81,HWM5,8.14.19,M,19.0,FLD,no,3,normal
852,0.81,HWM5,8.14.19,M,19.0,FLD,no,3,normal
