Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
0,-5.98,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
1,-7.98,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
2,-8.79,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
3,-14.68,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
4,-26.41,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
5,-34.2,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
6,-37.2,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
7,-33.21,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
8,-7.26,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
9,1.44,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
10,0.56,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
11,0.03,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
12,-0.07,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
13,-0.19,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
14,-0.44,LVM1,11.7.19,M,28.7,C57BL/6,no,1,normal
