Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
401,1.78,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
402,1.57,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
403,1.38,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
404,1.2,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
405,1.07,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
406,1.28,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
407,-0.79,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
408,-12.16,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
409,-31.3,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
410,-55.91,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
411,-55.32,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
412,-17.64,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
413,4.63,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
414,5.41,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
415,4.29,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
416,3.54,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
