Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
921,-0.25,HWM7,8.14.19,M,19.5,FLD,no,1,normal
922,-0.29,HWM7,8.14.19,M,19.5,FLD,no,1,normal
923,-0.35,HWM7,8.14.19,M,19.5,FLD,no,1,normal
924,-0.39,HWM7,8.14.19,M,19.5,FLD,no,1,normal
925,-0.4,HWM7,8.14.19,M,19.5,FLD,no,1,normal
926,-0.53,HWM7,8.14.19,M,19.5,FLD,no,1,normal
927,-0.62,HWM7,8.14.19,M,19.5,FLD,no,1,normal
928,-0.61,HWM7,8.14.19,M,19.5,FLD,no,1,normal
929,-0.81,HWM7,8.14.19,M,19.5,FLD,no,1,normal
930,-3.37,HWM7,8.14.19,M,19.5,FLD,no,1,normal
931,-6.68,HWM7,8.14.19,M,19.5,FLD,no,1,normal
932,-3.86,HWM7,8.14.19,M,19.5,FLD,no,1,normal
933,-11.76,HWM7,8.14.19,M,19.5,FLD,no,1,normal
934,-31.02,HWM7,8.14.19,M,19.5,FLD,no,1,normal
935,-12.51,HWM7,8.14.19,M,19.5,FLD,no,1,normal
936,1.41,HWM7,8.14.19,M,19.5,FLD,no,1,normal
937,1.37,HWM7,8.14.19,M,19.5,FLD,no,1,normal
938,1.55,HWM7,8.14.19,M,19.5,FLD,no,1,normal
939,1.57,HWM7,8.14.19,M,19.5,FLD,no,1,normal
940,1.37,HWM7,8.14.19,M,19.5,FLD,no,1,normal
941,1.49,HWM7,8.14.19,M,19.5,FLD,no,1,normal
942,0.43,HWM7,8.14.19,M,19.5,FLD,no,2,normal
943,0.26,HWM7,8.14.19,M,19.5,FLD,no,2,normal
944,0.08,HWM7,8.14.19,M,19.5,FLD,no,2,normal
945,-0.01,HWM7,8.14.19,M,19.5,FLD,no,2,normal
946,0.01,HWM7,8.14.19,M,19.5,FLD,no,2,normal
947,0.01,HWM7,8.14.19,M,19.5,FLD,no,2,normal
948,-0.16,HWM7,8.14.19,M,19.5,FLD,no,2,normal
949,-0.47,HWM7,8.14.19,M,19.5,FLD,no,2,normal
950,-1.49,HWM7,8.14.19,M,19.5,FLD,no,2,normal
951,-0.86,HWM7,8.14.19,M,19.5,FLD,no,2,normal
952,-4.29,HWM7,8.14.19,M,19.5,FLD,no,2,normal
953,-7.27,HWM7,8.14.19,M,19.5,FLD,no,2,normal
954,-13.01,HWM7,8.14.19,M,19.5,FLD,no,2,normal
955,-17.8,HWM7,8.14.19,M,19.5,FLD,no,2,normal
956,-5.34,HWM7,8.14.19,M,19.5,FLD,no,2,normal
957,-0.09,HWM7,8.14.19,M,19.5,FLD,no,2,normal
958,0.43,HWM7,8.14.19,M,19.5,FLD,no,2,normal
959,0.66,HWM7,8.14.19,M,19.5,FLD,no,2,normal
960,0.67,HWM7,8.14.19,M,19.5,FLD,no,2,normal
961,0.64,HWM7,8.14.19,M,19.5,FLD,no,2,normal
962,-0.06,HWM7,8.14.19,M,19.5,FLD,no,3,normal
963,-0.33,HWM7,8.14.19,M,19.5,FLD,no,3,normal
964,-0.34,HWM7,8.14.19,M,19.5,FLD,no,3,normal
965,-0.14,HWM7,8.14.19,M,19.5,FLD,no,3,normal
966,-0.09,HWM7,8.14.19,M,19.5,FLD,no,3,normal
967,-0.13,HWM7,8.14.19,M,19.5,FLD,no,3,normal
968,-0.18,HWM7,8.14.19,M,19.5,FLD,no,3,normal
969,-0.22,HWM7,8.14.19,M,19.5,FLD,no,3,normal
970,-0.49,HWM7,8.14.19,M,19.5,FLD,no,3,normal
971,-0.69,HWM7,8.14.19,M,19.5,FLD,no,3,normal
972,-1.45,HWM7,8.14.19,M,19.5,FLD,no,3,normal
973,-2.84,HWM7,8.14.19,M,19.5,FLD,no,3,normal
974,-4.27,HWM7,8.14.19,M,19.5,FLD,no,3,normal
975,-4.12,HWM7,8.14.19,M,19.5,FLD,no,3,normal
976,-5.46,HWM7,8.14.19,M,19.5,FLD,no,3,normal
977,-11.36,HWM7,8.14.19,M,19.5,FLD,no,3,normal
978,-32.06,HWM7,8.14.19,M,19.5,FLD,no,3,normal
979,-38.16,HWM7,8.14.19,M,19.5,FLD,no,3,normal
980,-7.28,HWM7,8.14.19,M,19.5,FLD,no,3,normal
981,-1.2,HWM7,8.14.19,M,19.5,FLD,no,3,normal
982,-1.12,HWM7,8.14.19,M,19.5,FLD,no,3,normal
983,-1.0,HWM7,8.14.19,M,19.5,FLD,no,3,normal
984,-0.86,HWM7,8.14.19,M,19.5,FLD,no,3,normal
985,-0.86,HWM7,8.14.19,M,19.5,FLD,no,3,normal
986,-1.08,HWM7,8.14.19,M,19.5,FLD,no,3,normal
987,-0.95,HWM7,8.14.19,M,19.5,FLD,no,3,normal
988,-0.88,HWM7,8.14.19,M,19.5,FLD,no,3,normal
