Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
577,0.69,HWM2,8.14.19,M,21.2,FLD,no,2,normal
578,0.45,HWM2,8.14.19,M,21.2,FLD,no,2,normal
579,0.23,HWM2,8.14.19,M,21.2,FLD,no,2,normal
580,0.2,HWM2,8.14.19,M,21.2,FLD,no,2,normal
581,-0.05,HWM2,8.14.19,M,21.2,FLD,no,2,normal
582,-0.28,HWM2,8.14.19,M,21.2,FLD,no,2,normal
583,-0.24,HWM2,8.14.19,M,21.2,FLD,no,2,normal
584,-0.48,HWM2,8.14.19,M,21.2,FLD,no,2,normal
585,-0.71,HWM2,8.14.19,M,21.2,FLD,no,2,normal
586,-1.88,HWM2,8.14.19,M,21.2,FLD,no,2,normal
587,-4.67,HWM2,8.14.19,M,21.2,FLD,no,2,normal
588,-5.64,HWM2,8.14.19,M,21.2,FLD,no,2,normal
589,-10.91,HWM2,8.14.19,M,21.2,FLD,no,2,normal
590,-13.14,HWM2,8.14.19,M,21.2,FLD,no,2,normal
591,-15.99,HWM2,8.14.19,M,21.2,FLD,no,2,normal
592,-27.19,HWM2,8.14.19,M,21.2,FLD,no,2,normal
593,-22.25,HWM2,8.14.19,M,21.2,FLD,no,2,normal
594,-2.08,HWM2,8.14.19,M,21.2,FLD,no,2,normal
595,0.78,HWM2,8.14.19,M,21.2,FLD,no,2,normal
596,1.1,HWM2,8.14.19,M,21.2,FLD,no,2,normal
597,0.98,HWM2,8.14.19,M,21.2,FLD,no,2,normal
598,0.77,HWM2,8.14.19,M,21.2,FLD,no,2,normal
599,0.65,HWM2,8.14.19,M,21.2,FLD,no,2,normal
600,0.59,HWM2,8.14.19,M,21.2,FLD,no,2,normal
601,0.51,HWM2,8.14.19,M,21.2,FLD,no,2,normal
