Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
151,-0.33,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
152,-0.33,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
153,-0.76,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
154,-11.42,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
155,-21.77,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
156,-28.73,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
157,-38.69,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
158,-39.33,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
159,-44.56,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
160,-58.04,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
161,-79.43,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
162,-90.13,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
163,-88.17,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
164,-60.77,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
165,-42.64,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
166,-37.32,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
167,-7.55,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
168,-0.32,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
169,-0.24,LVM1,11.7.19,M,28.7,C57BL/6,no,9,normal
