Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
266,-2.34,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
267,-2.46,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
268,-2.5,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
269,-2.57,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
270,-2.89,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
271,-3.09,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
272,-3.2,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
273,-3.27,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
274,-4.27,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
275,-8.95,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
276,-13.16,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
277,-36.14,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
278,-76.01,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
279,-99.04,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
280,-99.89,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
281,-87.34,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
282,-29.81,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
283,3.85,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
284,4.82,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
285,4.38,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
286,4.15,LVM2,11.7.19,M,31.8,C57BL/6,no,6,normal
