Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
306,,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
307,0.67,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
308,0.55,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
309,0.42,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
310,0.32,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
311,0.25,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
312,0.11,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
313,0.03,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
314,-0.66,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
315,-5.71,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
316,-16.95,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
317,-40.57,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
318,-64.87,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
319,-81.88,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
320,-60.91,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
321,-27.31,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
322,-1.96,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
323,3.21,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
324,2.67,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
325,2.25,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
326,1.97,LVM3,11.7.19,M,34.2,C57BL/6,no,1,normal
327,1.25,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
328,1.09,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
329,0.89,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
330,0.74,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
331,0.59,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
332,0.1,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
333,-4.08,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
334,-13.85,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
335,-30.06,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
336,-56.25,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
337,-83.92,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
338,-58.52,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
339,-6.99,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
340,1.55,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
341,1.3,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
342,1.05,LVM3,11.7.19,M,34.2,C57BL/6,no,2,normal
343,1.44,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
344,0.91,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
345,0.56,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
346,0.29,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
347,0.13,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
348,0.01,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
349,-0.13,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
350,-0.23,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
351,-0.31,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
352,-0.9,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
353,-7.72,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
354,-24.27,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
355,-38.42,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
356,-41.63,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
357,-47.46,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
358,-39.7,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
359,-33.25,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
360,-7.27,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
361,4.17,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
362,3.49,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
363,2.82,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
364,2.33,LVM3,11.7.19,M,34.2,C57BL/6,no,3,normal
365,1.51,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
366,1.34,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
367,1.14,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
368,1.0,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
369,0.67,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
370,-3.36,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
371,-15.28,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
372,-40.41,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
373,-58.61,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
374,-55.67,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
375,-53.04,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
376,-62.43,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
377,-23.76,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
378,-1.16,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
379,-0.21,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
380,-0.16,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
381,-0.19,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
382,-0.25,LVM3,11.7.19,M,34.2,C57BL/6,no,4,normal
383,2.18,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
384,1.81,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
385,1.48,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
386,1.2,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
387,0.97,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
388,0.75,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
389,0.01,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
390,-4.29,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
391,-18.59,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
392,-44.03,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
393,-51.79,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
394,-47.3,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
395,-35.11,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
396,-28.68,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
397,-13.63,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
398,3.19,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
399,3.64,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
400,3.07,LVM3,11.7.19,M,34.2,C57BL/6,no,5,normal
401,1.78,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
402,1.57,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
403,1.38,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
404,1.2,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
405,1.07,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
406,1.28,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
407,-0.79,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
408,-12.16,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
409,-31.3,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
410,-55.91,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
411,-55.32,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
412,-17.64,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
413,4.63,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
414,5.41,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
415,4.29,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
416,3.54,LVM3,11.7.19,M,34.2,C57BL/6,no,6,normal
417,1.06,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
418,0.91,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
419,0.77,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
420,0.63,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
421,0.54,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
422,1.27,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
423,-1.1,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
424,-8.34,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
425,-18.44,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
426,-23.58,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
427,-28.11,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
428,-40.04,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
429,-40.95,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
430,-5.86,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
431,3.94,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
432,3.27,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
433,2.74,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
434,2.34,LVM3,11.7.19,M,34.2,C57BL/6,no,7,normal
435,-0.36,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
436,-0.45,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
437,-0.47,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
438,-0.47,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
439,-0.74,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
440,-7.3,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
441,-20.85,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
442,-36.01,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
443,-45.76,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
444,-36.72,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
445,-12.25,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
446,-2.04,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
447,2.83,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
448,2.69,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
449,2.2,LVM3,11.7.19,M,34.2,C57BL/6,no,8,normal
450,-1.41,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
451,-1.49,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
452,-1.52,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
453,-1.52,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
454,-1.6,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
455,-1.75,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
456,-2.07,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
457,-4.39,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
458,-15.8,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
459,-43.83,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
460,-66.69,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
461,-78.63,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
462,-62.44,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
463,-6.68,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
464,1.81,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
465,1.14,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
466,,LVM3,11.7.19,M,34.2,C57BL/6,no,9,normal
467,-3.35,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
468,-3.33,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
469,-3.48,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
470,-8.87,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
471,-26.75,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
472,-45.93,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
473,-75.75,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
474,-100.27,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
475,-99.19,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
476,-83.29,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
477,-58.56,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
478,-61.42,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
479,-29.61,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
480,-1.88,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
481,-0.78,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
482,-0.97,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
483,-1.12,LVM3,11.7.19,M,34.2,C57BL/6,no,10,normal
