Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
15,1.02,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
16,-11.13,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
17,-13.68,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
18,-36.55,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
19,-60.12,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
20,-63.89,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
21,-65.86,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
22,-63.07,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
23,-85.1,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
24,-114.87,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
25,-125.17,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
26,-125.26,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
27,-118.85,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
28,-82.7,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
29,-26.76,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
30,-14.35,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
31,-12.89,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
32,-12.09,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
33,-11.53,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
34,-11.1,LVM1,11.7.19,M,28.7,C57BL/6,no,2,normal
