Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
962,-0.06,HWM7,8.14.19,M,19.5,FLD,no,3,normal
963,-0.33,HWM7,8.14.19,M,19.5,FLD,no,3,normal
964,-0.34,HWM7,8.14.19,M,19.5,FLD,no,3,normal
965,-0.14,HWM7,8.14.19,M,19.5,FLD,no,3,normal
966,-0.09,HWM7,8.14.19,M,19.5,FLD,no,3,normal
967,-0.13,HWM7,8.14.19,M,19.5,FLD,no,3,normal
968,-0.18,HWM7,8.14.19,M,19.5,FLD,no,3,normal
969,-0.22,HWM7,8.14.19,M,19.5,FLD,no,3,normal
970,-0.49,HWM7,8.14.19,M,19.5,FLD,no,3,normal
971,-0.69,HWM7,8.14.19,M,19.5,FLD,no,3,normal
972,-1.45,HWM7,8.14.19,M,19.5,FLD,no,3,normal
973,-2.84,HWM7,8.14.19,M,19.5,FLD,no,3,normal
974,-4.27,HWM7,8.14.19,M,19.5,FLD,no,3,normal
975,-4.12,HWM7,8.14.19,M,19.5,FLD,no,3,normal
976,-5.46,HWM7,8.14.19,M,19.5,FLD,no,3,normal
977,-11.36,HWM7,8.14.19,M,19.5,FLD,no,3,normal
978,-32.06,HWM7,8.14.19,M,19.5,FLD,no,3,normal
979,-38.16,HWM7,8.14.19,M,19.5,FLD,no,3,normal
980,-7.28,HWM7,8.14.19,M,19.5,FLD,no,3,normal
981,-1.2,HWM7,8.14.19,M,19.5,FLD,no,3,normal
982,-1.12,HWM7,8.14.19,M,19.5,FLD,no,3,normal
983,-1.0,HWM7,8.14.19,M,19.5,FLD,no,3,normal
984,-0.86,HWM7,8.14.19,M,19.5,FLD,no,3,normal
985,-0.86,HWM7,8.14.19,M,19.5,FLD,no,3,normal
986,-1.08,HWM7,8.14.19,M,19.5,FLD,no,3,normal
987,-0.95,HWM7,8.14.19,M,19.5,FLD,no,3,normal
988,-0.88,HWM7,8.14.19,M,19.5,FLD,no,3,normal
