Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
1191,-0.28,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1192,-1.0,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1193,-0.93,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1194,-0.74,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1195,-0.56,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1196,-0.44,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1197,-0.32,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1198,-0.18,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1199,-0.16,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1200,-0.17,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1201,-0.12,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1202,-0.25,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1203,-0.54,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1204,-2.66,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1205,-10.12,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1206,-17.21,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1207,-24.12,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1208,-21.17,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1209,-3.42,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1210,0.12,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1211,0.23,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1212,0.46,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1213,0.61,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
1214,0.65,HWM11,8.15.19,M,21.3,FLD,no,1,30 deg
