Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
132,-10.79,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
133,-10.79,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
134,-10.8,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
135,-10.76,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
136,-9.52,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
137,-8.78,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
138,-11.53,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
139,-19.04,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
140,-33.89,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
141,-46.27,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
142,-48.73,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
143,-61.67,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
144,-82.0,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
145,-98.22,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
146,-99.96,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
147,-82.91,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
148,-30.12,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
149,-9.6,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
150,-6.81,LVM1,11.7.19,M,28.7,C57BL/6,no,8,normal
