Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
530,-1.16,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
531,-1.29,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
532,-1.51,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
533,-1.48,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
534,-1.51,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
535,-1.76,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
536,-1.84,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
537,-1.57,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
538,-2.06,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
539,-3.9,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
540,-3.9,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
541,-4.84,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
542,-6.4,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
543,-11.11,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
544,-69.16,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
545,-51.69,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
546,0.34,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
547,2.26,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
548,1.8,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
549,1.46,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
550,1.04,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
551,0.68,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
552,0.37,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
