Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
97,4.64,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
98,4.44,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
99,4.23,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
100,1.89,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
101,-3.85,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
102,-17.4,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
103,-32.99,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
104,-39.03,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normalT3
105,-47.8,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
106,-59.0,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
107,-65.39,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
108,-52.96,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
109,-13.75,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
110,8.12,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
111,,LVM1,11.7.19,M,28.7,C57BL/6,no,6,normal
