Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
989,-2.11,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
990,-1.86,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
991,-1.69,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
992,-1.67,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
993,-1.75,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
994,-1.96,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
995,-2.08,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
996,-2.01,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
997,-2.05,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
998,-2.23,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
999,-2.24,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1000,-2.12,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1001,-3.94,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1002,-19.88,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1003,-37.18,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1004,-81.53,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1005,-112.91,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1006,-28.2,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1007,2.32,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1008,3.81,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1009,4.48,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1010,4.4,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1011,4.24,HWM8,8.14.19,M,34.2,C57BL/6,no,1,normal
1012,-0.74,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1013,-0.96,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1014,-1.1,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1015,-1.26,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1016,-1.49,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1017,-1.77,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1018,-1.99,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1019,-2.11,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1020,-2.28,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1021,-6.54,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1022,-20.31,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1023,-43.77,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1024,-97.39,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1025,-65.56,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1026,-0.72,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1027,4.79,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1028,4.66,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1029,3.97,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1030,3.49,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1031,3.19,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1032,2.96,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1033,2.75,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1034,2.59,HWM8,8.14.19,M,34.2,C57BL/6,no,2,normal
1035,-5.8,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1036,-5.54,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1037,-4.8,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1038,-4.12,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1039,-3.67,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1040,-3.38,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1041,-3.31,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1042,-3.32,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
1043,-3.67,HWM8,8.14.19,M,34.2,C57BL/6,no,3,normal
