Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
698,0.46,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
699,0.49,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
700,0.45,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
701,0.47,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
702,0.21,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
703,0.02,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
704,0.07,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
705,0.11,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
706,0.06,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
707,-0.08,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
708,-0.28,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
709,-0.42,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
710,-0.54,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
711,-1.31,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
712,-1.45,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
713,-1.82,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
714,-18.44,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
715,-75.93,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
716,-72.61,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
717,-4.11,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
718,2.14,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
719,1.66,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
720,1.39,HWM4,8.14.19,M,35.9,C57BL/6,no,1,normal
721,-1.71,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
722,-2.02,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
723,-2.06,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
724,-2.21,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
725,-2.52,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
726,-2.78,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
727,-2.91,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
728,-3.06,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
729,-3.26,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
730,-3.29,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
731,-3.62,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
732,-4.07,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
733,-8.27,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
734,-26.84,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
735,-57.91,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
736,-115.49,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
737,-153.42,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
738,-60.68,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
739,-6.8,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
740,-2.64,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
741,-1.48,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
742,-0.67,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
743,-0.13,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
744,0.3,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
745,0.71,HWM4,8.14.19,M,35.9,C57BL/6,no,2,normal
746,-0.57,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
747,-0.62,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
748,-0.67,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
749,-0.57,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
750,-0.57,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
751,-0.53,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
752,-0.57,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
753,-0.87,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
754,-1.17,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
755,-1.38,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
756,-1.47,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
757,-1.55,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
758,-1.69,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
759,-1.85,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
760,-2.2,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
761,-7.12,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
762,-23.09,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
763,-37.77,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
764,-78.77,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
765,-77.09,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
766,-8.1,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
767,2.14,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
768,2.36,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
769,2.33,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
770,2.12,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
771,1.94,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
772,1.79,HWM4,8.14.19,M,35.9,C57BL/6,no,3,normal
