Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
773,0.0,HWM5,8.14.19,M,19.0,FLD,no,1,normal
774,0.19,HWM5,8.14.19,M,19.0,FLD,no,1,normal
775,-0.04,HWM5,8.14.19,M,19.0,FLD,no,1,normal
776,0.16,HWM5,8.14.19,M,19.0,FLD,no,1,normal
777,0.36,HWM5,8.14.19,M,19.0,FLD,no,1,normal
778,0.18,HWM5,8.14.19,M,19.0,FLD,no,1,normal
779,0.06,HWM5,8.14.19,M,19.0,FLD,no,1,normal
780,0.06,HWM5,8.14.19,M,19.0,FLD,no,1,normal
781,-0.03,HWM5,8.14.19,M,19.0,FLD,no,1,normal
782,-0.17,HWM5,8.14.19,M,19.0,FLD,no,1,normal
783,-0.27,HWM5,8.14.19,M,19.0,FLD,no,1,normal
784,-0.61,HWM5,8.14.19,M,19.0,FLD,no,1,normal
785,-2.95,HWM5,8.14.19,M,19.0,FLD,no,1,normal
786,-6.05,HWM5,8.14.19,M,19.0,FLD,no,1,normal
787,-9.23,HWM5,8.14.19,M,19.0,FLD,no,1,normal
788,-20.19,HWM5,8.14.19,M,19.0,FLD,no,1,normal
789,-33.94,HWM5,8.14.19,M,19.0,FLD,no,1,normal
790,-11.53,HWM5,8.14.19,M,19.0,FLD,no,1,normal
791,-0.37,HWM5,8.14.19,M,19.0,FLD,no,1,normal
792,-0.23,HWM5,8.14.19,M,19.0,FLD,no,1,normal
793,-0.34,HWM5,8.14.19,M,19.0,FLD,no,1,normal
794,-0.35,HWM5,8.14.19,M,19.0,FLD,no,1,normal
795,-0.25,HWM5,8.14.19,M,19.0,FLD,no,1,normal
796,3.59,HWM5,8.14.19,M,19.0,FLD,no,2,normal
797,3.79,HWM5,8.14.19,M,19.0,FLD,no,2,normal
798,3.58,HWM5,8.14.19,M,19.0,FLD,no,2,normal
799,3.33,HWM5,8.14.19,M,19.0,FLD,no,2,normal
800,3.31,HWM5,8.14.19,M,19.0,FLD,no,2,normal
801,3.26,HWM5,8.14.19,M,19.0,FLD,no,2,normal
802,3.15,HWM5,8.14.19,M,19.0,FLD,no,2,normal
803,3.07,HWM5,8.14.19,M,19.0,FLD,no,2,normal
804,2.97,HWM5,8.14.19,M,19.0,FLD,no,2,normal
805,0.59,HWM5,8.14.19,M,19.0,FLD,no,2,normal
806,-5.59,HWM5,8.14.19,M,19.0,FLD,no,2,normal
807,-5.92,HWM5,8.14.19,M,19.0,FLD,no,2,normal
808,-9.95,HWM5,8.14.19,M,19.0,FLD,no,2,normal
809,-11.18,HWM5,8.14.19,M,19.0,FLD,no,2,normal
810,-6.81,HWM5,8.14.19,M,19.0,FLD,no,2,normal
811,-5.75,HWM5,8.14.19,M,19.0,FLD,no,2,normal
812,-2.0,HWM5,8.14.19,M,19.0,FLD,no,2,normal
813,-5.33,HWM5,8.14.19,M,19.0,FLD,no,2,normal
814,-19.15,HWM5,8.14.19,M,19.0,FLD,no,2,normal
815,-38.05,HWM5,8.14.19,M,19.0,FLD,no,2,normal
816,-8.76,HWM5,8.14.19,M,19.0,FLD,no,2,normal
817,4.87,HWM5,8.14.19,M,19.0,FLD,no,2,normal
818,4.04,HWM5,8.14.19,M,19.0,FLD,no,2,normal
819,4.11,HWM5,8.14.19,M,19.0,FLD,no,2,normal
820,4.14,HWM5,8.14.19,M,19.0,FLD,no,2,normal
821,-0.25,HWM5,8.14.19,M,19.0,FLD,no,3,normal
822,-0.01,HWM5,8.14.19,M,19.0,FLD,no,3,normal
823,0.06,HWM5,8.14.19,M,19.0,FLD,no,3,normal
824,0.11,HWM5,8.14.19,M,19.0,FLD,no,3,normal
825,-0.05,HWM5,8.14.19,M,19.0,FLD,no,3,normal
826,-0.24,HWM5,8.14.19,M,19.0,FLD,no,3,normal
827,-0.26,HWM5,8.14.19,M,19.0,FLD,no,3,normal
828,-0.16,HWM5,8.14.19,M,19.0,FLD,no,3,normal
829,-0.15,HWM5,8.14.19,M,19.0,FLD,no,3,normal
830,-0.2,HWM5,8.14.19,M,19.0,FLD,no,3,normal
831,-0.27,HWM5,8.14.19,M,19.0,FLD,no,3,normal
832,-1.3,HWM5,8.14.19,M,19.0,FLD,no,3,normal
833,-6.52,HWM5,8.14.19,M,19.0,FLD,no,3,normal
834,-10.75,HWM5,8.14.19,M,19.0,FLD,no,3,normal
835,-14.62,HWM5,8.14.19,M,19.0,FLD,no,3,normal
836,-23.86,HWM5,8.14.19,M,19.0,FLD,no,3,normal
837,-17.33,HWM5,8.14.19,M,19.0,FLD,no,3,normal
838,-1.23,HWM5,8.14.19,M,19.0,FLD,no,3,normal
839,1.71,HWM5,8.14.19,M,19.0,FLD,no,3,normal
840,1.42,HWM5,8.14.19,M,19.0,FLD,no,3,normal
841,1.33,HWM5,8.14.19,M,19.0,FLD,no,3,normal
842,1.21,HWM5,8.14.19,M,19.0,FLD,no,3,normal
843,1.08,HWM5,8.14.19,M,19.0,FLD,no,3,normal
844,0.94,HWM5,8.14.19,M,19.0,FLD,no,3,normal
845,0.9,HWM5,8.14.19,M,19.0,FLD,no,3,normal
846,0.92,HWM5,8.14.19,M,19.0,FLD,no,3,normal
847,0.92,HWM5,8.14.19,M,19.0,FLD,no,3,normal
848,0.89,HWM5,8.14.19,M,19.0,FLD,no,3,normal
849,0.91,HWM5,8.14.19,M,19.0,FLD,no,3,normal
850,0.85,HWM5,8.14.19,M,19.0,FLD,no,3,normal
851,0.81,HWM5,8.14.19,M,19.0,FLD,no,3,normal
852,0.81,HWM5,8.14.19,M,19.0,FLD,no,3,normal
