Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
853,-0.53,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
854,-0.42,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
855,-0.64,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
856,-0.7,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
857,-0.73,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
858,-0.99,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
859,-1.15,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
860,-1.24,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
861,-1.17,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
862,-1.04,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
863,-1.21,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
864,-3.81,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
865,-15.06,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
866,-25.25,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
867,-50.79,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
868,-76.21,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
869,-16.96,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
870,2.59,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
871,2.92,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
872,2.94,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
873,2.51,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
874,2.19,HWM6,8.14.19,M,28.8,C57BL/6,no,1,normal
