Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
484,-1.41,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
485,-1.36,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
486,-1.05,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
487,-1.8,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
488,-1.3,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
489,-1.0,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
490,-2.06,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
491,-2.58,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
492,-0.92,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
493,-0.68,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
494,-1.92,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
495,-3.78,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
496,-8.41,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
497,-20.94,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
498,-50.69,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
499,-79.44,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
500,-26.66,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
501,-0.63,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
502,-0.34,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
503,-0.57,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
504,-0.7,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
505,-0.83,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
506,-1.02,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
507,-1.09,HWM1,8.14.19,M,32.6,C57BL/6,no,1,normal
508,,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
509,3.53,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
510,3.22,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
511,3.01,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
512,2.77,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
513,2.56,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
514,2.46,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
515,2.29,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
516,2.12,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
517,2.13,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
518,1.78,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
519,-4.35,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
520,-18.4,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
521,-27.91,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
522,-69.91,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
523,-83.31,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
524,-6.8,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
525,8.33,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
526,8.22,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
527,7.74,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
528,7.26,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
529,6.99,HWM1,8.14.19,M,32.6,C57BL/6,no,2,normal
530,-1.16,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
531,-1.29,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
532,-1.51,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
533,-1.48,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
534,-1.51,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
535,-1.76,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
536,-1.84,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
537,-1.57,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
538,-2.06,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
539,-3.9,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
540,-3.9,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
541,-4.84,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
542,-6.4,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
543,-11.11,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
544,-69.16,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
545,-51.69,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
546,0.34,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
547,2.26,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
548,1.8,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
549,1.46,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
550,1.04,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
551,0.68,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
552,0.37,HWM1,8.14.19,M,32.6,C57BL/6,no,3,normal
