Time,reading,Animal,Date,Sex,BW,Genotype,pain,trial,Housing
193,-0.67,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
194,1.16,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
195,2.06,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
196,2.1,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
197,1.83,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
198,1.45,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
199,0.75,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
200,-0.72,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
201,-5.19,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
202,-17.06,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
203,-42.43,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
204,-73.04,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
205,-48.48,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
206,0.31,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
207,5.03,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
208,4.37,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
209,3.67,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
210,3.17,LVM2,11.7.19,M,31.8,C57BL/6,no,2,normal
